  time, id, text, source, truncated, possibly_sensitive, scopes, in_reply_to_status_id, in_reply_to_user_id, in_reply_to_screen_name, favorited, retweeted, current_user_retweet, retweet_count, user_id, user_name, user_screen_name, user_location, user_description, user_url, user_protected, user_followers_count, user_friends_count, user_listed_count, user_created_at, user_time, user_favourites_count, user_utc_offset, user_time_zone, user_geo_enabled, user_verified, user_statuses_count, user_lang, user_contributors_enabled, user_is_translator, user_profile_image_url, user_profile_image_url_https, user_default_profile, user_default_profile_image, user_following, user_follow_request_sent, user_notifications, entities_hashtags, entities_urls, entities_user_mentions, contributors_id, contributors_screen_name, coordinates_type, coordinates_lng, coordinates_lat, has_father
1384879652, 402840576665862144, RT @jonmchu: Tomorrow we premiere @justinbieber 's #BelieveMovie trailer! Here's an inside look at what to expect... http://t.co/KIUD4UZP9F, <a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>, 0, 0, NULL, -1, -1, NULL, 0, 0, NULL, 18938, 1481124282, Gabi, proudkidrauh, NULL, living for @justinbieber, NULL, 0, 424, 663, 0, Tue Jun 04 02:24:38 +0000 2013, 1370312678, 353, -7200, Brasilia, 0, 0, 2599, pt, 0, false, http://pbs.twimg.com/profile_images/378800000051301023/acd9b691b4b18086332cd126c06bd5ef_normal.png, https://pbs.twimg.com/profile_images/378800000051301023/acd9b691b4b18086332cd126c06bd5ef_normal.png, 0, 0, 0, 0, 0, [{"text":"BelieveMovie";"indices":[51;64]}], [{"url":"http: / /t.co /KIUD4UZP9F";"expanded_url":"http: / /on.mtv.com /1eRWjpq";"display_url":"on.mtv.com /1eRWjpq";"indices":[117;139]}], [{"screen_name":"jonmchu";"name":"Jon M. Chu";"id":15419652;"id_str":"15419652";"indices":[3;11]};{"screen_name":"justinbieber";"name":"Justin Bieber";"id":27260086;"id_str":"27260086";"indices":[34;47]}], NULL, NULL, NULL, 0, 0, 0
1384879652, 402840575613075457, @nwtsbieber @justinbieber @NiallOfficial he won't, <a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>, 0, 0, NULL, 402748178648563712, 106497405, nwtsbieber, 0, 0, NULL, 0, 527507895, TOMMO , myfluffylou, NULL, i heart louis william tomlinson aka my angel, NULL, 0, 8086, 5132, 40, Sat Mar 17 14:29:29 +0000 2012, 1331994569, 3126, 3600, Amsterdam, 1, 0, 67943, en, 0, false, http://pbs.twimg.com/profile_images/378800000748906407/3abde40d5268630db4979748d58fa164_normal.png, https://pbs.twimg.com/profile_images/378800000748906407/3abde40d5268630db4979748d58fa164_normal.png, 0, 0, 0, 0, 0, "NULL", "NULL", [{"screen_name":"nwtsbieber";"name":"sms";"id":106497405;"id_str":"106497405";"indices":[0;11]};{"screen_name":"justinbieber";"name":"Justin Bieber";"id":27260086;"id_str":"27260086";"indices":[12;25]};{"screen_name":"NiallOfficial";"name":"Niall Horan";"id":105119490;"id_str":"105119490";"indices":[26;40]}], NULL, NULL, NULL, 0, 0, -1
1384879652, 402840574912634880, RT @dankanter: @AlfredoFlores @justinbieber you mean like that time we performed for 350;000 Beliebers!?? #mexicocity, <a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>, 0, 0, NULL, -1, -1, NULL, 0, 0, NULL, 18306, 632393885, PYD, michelhunter12, NULL, Tengo un sueño por cumplir pero luego hay una voz dentro de mi cabeza diciendo tu nunca lo alcanzarás                  @matthunter123  @justinbieber, http://t.co/uQf1XMCNCX, 0, 909, 1171, 0, Tue Jul 10 23:15:15 +0000 2012, 1341962115, 4117, -14400, Atlantic Time (Canada), 0, 0, 8557, es, 0, false, http://pbs.twimg.com/profile_images/378800000759208021/7c641374306f5019a250aa0ba04a57a3_normal.png, https://pbs.twimg.com/profile_images/378800000759208021/7c641374306f5019a250aa0ba04a57a3_normal.png, 0, 0, 0, 0, 0, [{"text":"mexicocity";"indices":[106;117]}], "NULL", [{"screen_name":"dankanter";"name":"Dan Kanter";"id":21622407;"id_str":"21622407";"indices":[3;13]};{"screen_name":"AlfredoFlores";"name":"Alfredo Flores";"id":19743731;"id_str":"19743731";"indices":[15;29]};{"screen_name":"justinbieber";"name":"Justin Bieber";"id":27260086;"id_str":"27260086";"indices":[30;43]}], NULL, NULL, NULL, 0, 0, 0
1384879652, 402840574493204480, @justinbieber same bby, <a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>, 0, 0, NULL, 402746595180953600, 27260086, justinbieber, 0, 0, NULL, 0, 779000814, , soguccizarry, NULL, ✽ livin da life in malabami with my boyf zen ✽, NULL, 0, 1727, 828, 6, Fri Aug 24 21:29:38 +0000 2012, 1345843778, 2559, 0, London, 1, 0, 1663, en, 0, false, http://pbs.twimg.com/profile_images/378800000665114819/56f1cd49c2de87dc0b62ed71c6c391ca_normal.jpeg, https://pbs.twimg.com/profile_images/378800000665114819/56f1cd49c2de87dc0b62ed71c6c391ca_normal.jpeg, 0, 0, 0, 0, 0, "NULL", "NULL", [{"screen_name":"justinbieber";"name":"Justin Bieber";"id":27260086;"id_str":"27260086";"indices":[0;13]}], NULL, NULL, NULL, 0, 0, -1
1384879652, 402840574329630720, RT @MTVNews: The #BelieveMovie is only five weeks away! We talked to Jon Chu about what fans will learn about @JustinBieber: http://t.co/eQ…, <a href="http://twitter.com/#!/download/ipad" rel="nofollow">Twitter for iPad</a>, 0, 0, NULL, -1, -1, NULL, 0, 0, NULL, 16136, 1331690161, bizzle, avxnsstar, NULL, don't let the pants wear you; you wear the pants., NULL, 0, 4318, 4178, 14, Sat Apr 06 14:06:06 +0000 2013, 1365257166, 5786, 3600, Amsterdam, 0, 0, 32333, en, 0, false, http://pbs.twimg.com/profile_images/378800000743849876/627f1e013f59b7a72753eda8ef28ab28_normal.jpeg, https://pbs.twimg.com/profile_images/378800000743849876/627f1e013f59b7a72753eda8ef28ab28_normal.jpeg, 0, 0, 0, 0, 0, [{"text":"BelieveMovie";"indices":[17;30]}], "NULL", [{"screen_name":"MTVNews";"name":"MTV News";"id":40076725;"id_str":"40076725";"indices":[3;11]};{"screen_name":"justinbieber";"name":"Justin Bieber";"id":27260086;"id_str":"27260086";"indices":[110;123]}], NULL, NULL, NULL, 0, 0, 0
1384879652, 402840576053100544, @justinbieber robyn musta gon hammmmmm, web, 0, 0, NULL, 402744591750676480, 27260086, justinbieber, 0, 0, NULL, 0, 1034842129, Justin Bieber, ofwgktajustins, NULL, NULL, http://t.co/2DnSmfbePY, 0, 4696, 175, 49, Tue Dec 25 13:46:21 +0000 2012, 1356443181, 2221, 0, London, 0, 0, 55425, en, 0, false, http://pbs.twimg.com/profile_images/378800000747314448/bc78dcb9acad77993c7fb98b23d39b91_normal.png, https://pbs.twimg.com/profile_images/378800000747314448/bc78dcb9acad77993c7fb98b23d39b91_normal.png, 0, 0, 0, 0, 0, "NULL", "NULL", [{"screen_name":"justinbieber";"name":"Justin Bieber";"id":27260086;"id_str":"27260086";"indices":[0;13]}], NULL, NULL, NULL, 0, 0, -1
1384879651, 402840573507149824, He took away the biggest part of me.. he seriously did @justinbieber you've change my life, web, 0, 0, NULL, -1, -1, NULL, 0, 0, NULL, 0, 299343697, #Music Mondays , drabieberfever, NULL, October 15th; 2011 & November 12th; 2013 ♥, NULL, 0, 238, 837, 1, Sun May 15 22:44:04 +0000 2011, 1305499444, 61, -18000, Quito, 0, 0, 5571, es, 0, false, http://pbs.twimg.com/profile_images/378800000748360710/2f0cd8539f7062154d4944b334d80f26_normal.jpeg, https://pbs.twimg.com/profile_images/378800000748360710/2f0cd8539f7062154d4944b334d80f26_normal.jpeg, 0, 0, 0, 0, 0, "NULL", "NULL", [{"screen_name":"justinbieber";"name":"Justin Bieber";"id":27260086;"id_str":"27260086";"indices":[55;68]}], NULL, NULL, NULL, 0, 0, 0
1384879651, 402840572832264193, RT @dankanter: @AlfredoFlores @justinbieber you mean like that time we performed for 350;000 Beliebers!?? #mexicocity, <a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>, 0, 0, NULL, -1, -1, NULL, 0, 0, NULL, 18306, 1720396560, , whrollg, NULL, tryin' to tell me that I'm just like the others, NULL, 0, 617, 978, 0, Sun Sep 01 22:35:15 +0000 2013, 1378074915, 1301, -36000, Hawaii, 1, 0, 9182, pt, 0, false, http://pbs.twimg.com/profile_images/378800000758362885/9998ef8073324bbcc22b0e0bec958696_normal.png, https://pbs.twimg.com/profile_images/378800000758362885/9998ef8073324bbcc22b0e0bec958696_normal.png, 0, 0, 0, 0, 0, [{"text":"mexicocity";"indices":[106;117]}], "NULL", [{"screen_name":"dankanter";"name":"Dan Kanter";"id":21622407;"id_str":"21622407";"indices":[3;13]};{"screen_name":"AlfredoFlores";"name":"Alfredo Flores";"id":19743731;"id_str":"19743731";"indices":[15;29]};{"screen_name":"justinbieber";"name":"Justin Bieber";"id":27260086;"id_str":"27260086";"indices":[30;43]}], NULL, NULL, NULL, 0, 0, 0
1384879651, 402840572454797312, RT @AlfredoFlores: Night 1 in Mexico was NUTS!!!! Now back at the hotel with @justinbieber reminiscing about the times we've had here in Me…, <a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>, 0, 0, NULL, -1, -1, NULL, 0, 0, NULL, 18703, 405148179, Javiera Maturana , Javii_Bieber20, NULL, I am a Belieber heart; I love you @justinbieber; thank you for being my Idol and my inspiration ...   Belieber Forever ..I love you forever JUSTIN ...., http://t.co/rm75XUOoxu, 0, 132, 408, 0, Fri Nov 04 22:43:29 +0000 2011, 1320446609, 1873, -10800, Santiago, 0, 0, 2511, es, 0, false, http://pbs.twimg.com/profile_images/378800000737558108/78a7d87ec1b6e66a5d01c6e5cf9b39c2_normal.jpeg, https://pbs.twimg.com/profile_images/378800000737558108/78a7d87ec1b6e66a5d01c6e5cf9b39c2_normal.jpeg, 0, 0, 0, 0, 0, "NULL", "NULL", [{"screen_name":"AlfredoFlores";"name":"Alfredo Flores";"id":19743731;"id_str":"19743731";"indices":[3;17]};{"screen_name":"justinbieber";"name":"Justin Bieber";"id":27260086;"id_str":"27260086";"indices":[77;90]}], NULL, NULL, NULL, 0, 0, 0
1384879651, 402840572110835712, @Mrs_KiaraBieber @justinbieber this is amazing omgggg I cried it's so true I love it ahahah I was reading it all and missed my bus 😂💙, <a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>, 0, 0, NULL, 402818202100834305, 109183097, Mrs_KiaraBieber, 0, 0, NULL, 0, 1503187435, JustinsTiger;), Biebernaytor, NULL, This isnt a fanbase anymore its a family ; are lives are dedacated to justin and we love him with all a hearts we are hear though the laughs ;lies ;struggles, NULL, 0, 107, 114, 0, Tue Jun 11 13:21:34 +0000 2013, 1370956894, 186, 0, NULL, 0, 0, 817, en, 0, false, http://pbs.twimg.com/profile_images/378800000735605986/4052de4c86d7e55303abf37cf199a76a_normal.jpeg, https://pbs.twimg.com/profile_images/378800000735605986/4052de4c86d7e55303abf37cf199a76a_normal.jpeg, 1, 0, 0, 0, 0, "NULL", "NULL", [{"screen_name":"Mrs_KiaraBieber";"name":"Kiara Bieber";"id":109183097;"id_str":"109183097";"indices":[0;16]};{"screen_name":"justinbieber";"name":"Justin Bieber";"id":27260086;"id_str":"27260086";"indices":[17;30]}], NULL, NULL, NULL, 0, 0, -1
1384879650, 402840570126958592, @justinbieber @taylorswift13 you are my everything, <a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>, 0, 0, NULL, -1, 27260086, justinbieber, 0, 0, NULL, 0, 1494248318, christina, folloowyouhome, NULL, Hiking in Rhode Island; in front of the beach with TS; what else can i ask for?  Believe tour makes me wanna fly, NULL, 0, 170, 138, 0, Sun Jun 09 00:17:03 +0000 2013, 1370737023, 172, -18000, Eastern Time (US & Canada), 0, 0, 896, en, 0, false, http://pbs.twimg.com/profile_images/378800000748150297/24ee433fa8e984e299bbee729fb87ac7_normal.jpeg, https://pbs.twimg.com/profile_images/378800000748150297/24ee433fa8e984e299bbee729fb87ac7_normal.jpeg, 0, 0, 0, 0, 0, "NULL", "NULL", [{"screen_name":"justinbieber";"name":"Justin Bieber";"id":27260086;"id_str":"27260086";"indices":[0;13]};{"screen_name":"taylorswift13";"name":"Taylor Swift";"id":17919972;"id_str":"17919972";"indices":[14;28]}], NULL, NULL, NULL, 0, 0, 0
1384879650, 402840569757446144, RT @JeremyBieber: Wake up every morning hearing a new song from @justinbieber #talent #gifted, <a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>, 0, 0, NULL, -1, -1, NULL, 0, 0, NULL, 21322, 205692697, Anne, BieberKiddrauhl, NULL, Since 21/10/2010, http://t.co/MLurPVBZD5, 0, 907, 1322, 85, Thu Oct 21 12:12:40 +0000 2010, 1287663160, 176, -7200, Brasilia, 1, 0, 13061, en, 0, false, http://pbs.twimg.com/profile_images/378800000652930442/4f950e898a9107e4550fa80cb90f398f_normal.png, https://pbs.twimg.com/profile_images/378800000652930442/4f950e898a9107e4550fa80cb90f398f_normal.png, 0, 0, 0, 0, 0, [{"text":"talent";"indices":[78;85]};{"text":"gifted";"indices":[86;93]}], "NULL", [{"screen_name":"JeremyBieber";"name":"Jeremy Bieber";"id":87781747;"id_str":"87781747";"indices":[3;16]};{"screen_name":"justinbieber";"name":"Justin Bieber";"id":27260086;"id_str":"27260086";"indices":[64;77]}], NULL, NULL, NULL, 0, 0, 0
1384879650, 402840568931561472, RT @justinbieber: Mexico I'm smiling :) http://t.co/HbrfmPZJYt, <a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>, 0, 0, NULL, -1, -1, NULL, 0, 0, NULL, 71186, 1215526045, he gives me hope, liamurbeautiful, NULL, Dreams are like stars; you may never touch them but if you follow them they will lead you to your destiny - @Real_Liam_Payne ♡ Neverland, NULL, 0, 1553, 1980, 2, Sun Feb 24 13:37:53 +0000 2013, 1361713073, 3297, 7200, Athens, 1, 0, 6787, de, 0, false, http://pbs.twimg.com/profile_images/378800000757862629/5be4a043c45776daad03bb3fc04c5c59_normal.jpeg, https://pbs.twimg.com/profile_images/378800000757862629/5be4a043c45776daad03bb3fc04c5c59_normal.jpeg, 0, 0, 0, 0, 0, "NULL", "NULL", [{"screen_name":"justinbieber";"name":"Justin Bieber";"id":27260086;"id_str":"27260086";"indices":[3;16]}], NULL, NULL, NULL, 0, 0, 0
1384879650, 402840568583049217, @justinbieber #IWantToBeTheOLLGInMexicoCity19/11/13 (89), web, 0, 0, NULL, -1, 27260086, justinbieber, 0, 0, NULL, 0, 335511339, SMILE KIDRAUHL , NEME_SWAGGER, NULL, Soy BELIEBER @JUSTINBIEBER; Directioner @zaynmalik @NiallOfficial @Louis_Tomlinson @Harry_Styles @Real_Liam_Payne & HUNTER @MATTHUNTER123  SIGUEME Y TE SIGO! 3, http://t.co/kAqmFc2Z, 0, 107, 352, 0, Thu Jul 14 20:04:15 +0000 2011, 1310673855, 85, -18000, Eastern Time (US & Canada), 1, 0, 814, es, 0, false, http://pbs.twimg.com/profile_images/378800000724417482/11921c678767931f8f74d87882c0eff0_normal.jpeg, https://pbs.twimg.com/profile_images/378800000724417482/11921c678767931f8f74d87882c0eff0_normal.jpeg, 0, 0, 0, 0, 0, [{"text":"IWantToBeTheOLLGInMexicoCity19";"indices":[14;45]}], "NULL", [{"screen_name":"justinbieber";"name":"Justin Bieber";"id":27260086;"id_str":"27260086";"indices":[0;13]}], NULL, NULL, NULL, 0, 0, 0
1384879650, 402840568394711041, RT @justinbieber: Mexico I'm smiling :) http://t.co/HbrfmPZJYt, <a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>, 0, 0, NULL, -1, -1, NULL, 0, 0, NULL, 71186, 1612909526, BELIEBER , LoveKidrauhhlll, NULL, NULL, NULL, 0, 612, 728, 0, Mon Jul 22 14:03:40 +0000 2013, 1374501820, 20, 10800, Baghdad, 0, 0, 10337, tr, 0, false, http://pbs.twimg.com/profile_images/378800000753139525/b9eac151f7e6eb06714e89b0e4cbe4cf_normal.png, https://pbs.twimg.com/profile_images/378800000753139525/b9eac151f7e6eb06714e89b0e4cbe4cf_normal.png, 0, 0, 0, 0, 0, "NULL", "NULL", [{"screen_name":"justinbieber";"name":"Justin Bieber";"id":27260086;"id_str":"27260086";"indices":[3;16]}], NULL, NULL, NULL, 0, 0, 0
1384879650, 402840567958474752, RT @kalunga_justine: If i said;"Am the next @justinbieber 2014-2018. #mtvstars Justin Bieber http://t.co/TZrOqKcbt4, <a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>, 0, 0, NULL, -1, -1, NULL, 0, 0, NULL, 1, 1653719622, Inne Hoebrekx, InneHoebrekx, NULL, I'm a proud belieber, NULL, 0, 146, 215, 0, Wed Aug 07 19:54:44 +0000 2013, 1375905284, 207, 0, NULL, 0, 0, 1995, nl, 0, false, http://pbs.twimg.com/profile_images/378800000256615287/6c8d8096dd1f92a09ca054363655e5e6_normal.jpeg, https://pbs.twimg.com/profile_images/378800000256615287/6c8d8096dd1f92a09ca054363655e5e6_normal.jpeg, 1, 0, 0, 0, 0, [{"text":"mtvstars";"indices":[69;78]}], "NULL", [{"screen_name":"kalunga_justine";"name":"@justinbieber--Rules";"id":886318958;"id_str":"886318958";"indices":[3;19]};{"screen_name":"justinbieber";"name":"Justin Bieber";"id":27260086;"id_str":"27260086";"indices":[44;57]}], NULL, NULL, NULL, 0, 0, 0
1384879650, 402840567631343616, RT @MarioBautista_: Thanks for the good music @justinbieber RESPECT. #BeliveTour, <a href="http://twitter.com/#!/download/ipad" rel="nofollow">Twitter for iPad</a>, 0, 0, NULL, -1, -1, NULL, 0, 0, NULL, 205, 311563035, 26.10.2013♡, NaluDominguez_, NULL, Never Say Never & Believe♡ Believe Tour 26.10.2013. Bieber fever❤️ Kidrauhl❤️ #Belieber. Always supporting a canadian boy❤️Instagram; naludominguez99, http://t.co/EpQL9bblBd, 0, 552, 533, 0, Sun Jun 05 17:23:40 +0000 2011, 1307294620, 1668, -21600, Central Time (US & Canada), 0, 0, 12331, es, 0, false, http://pbs.twimg.com/profile_images/378800000750265042/5ceb0021a31ff9bdf7b1b40381b026f4_normal.jpeg, https://pbs.twimg.com/profile_images/378800000750265042/5ceb0021a31ff9bdf7b1b40381b026f4_normal.jpeg, 0, 0, 0, 0, 0, [{"text":"BeliveTour";"indices":[69;80]}], "NULL", [{"screen_name":"MarioBautista_";"name":"Mario Bautista";"id":150003563;"id_str":"150003563";"indices":[3;18]};{"screen_name":"justinbieber";"name":"Justin Bieber";"id":27260086;"id_str":"27260086";"indices":[46;59]}], NULL, NULL, NULL, 0, 0, 0
1384879650, 402840566578544640, RT @xniqueporto: @justinbieber US! Thank you so much for the best night of my life. I love you bby &lt;3 http://t.co/m8iL4rBdDE, <a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>, 0, 0, NULL, -1, -1, NULL, 0, 0, NULL, 290, 1970405670, Thaynara Oliveira, thaay_oli_, NULL, NULL, NULL, 0, 57, 61, 0, Sat Oct 19 05:17:01 +0000 2013, 1382159821, 1413, 0, NULL, 0, 0, 2249, pt, 0, false, http://pbs.twimg.com/profile_images/378800000755606300/1f9530ba95ccbe766d97f9fec7146c43_normal.jpeg, https://pbs.twimg.com/profile_images/378800000755606300/1f9530ba95ccbe766d97f9fec7146c43_normal.jpeg, 1, 0, 0, 0, 0, "NULL", "NULL", [{"screen_name":"xniqueporto";"name":"Dominique Carvalho";"id":62718946;"id_str":"62718946";"indices":[3;15]};{"screen_name":"justinbieber";"name":"Justin Bieber";"id":27260086;"id_str":"27260086";"indices":[17;30]}], NULL, NULL, NULL, 0, 0, 0
1384879650, 402840566536224768, @justinbieber you're awesome and amazing. TE AMO. X12, <a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>, 0, 0, NULL, -1, 27260086, justinbieber, 0, 0, NULL, 0, 1898900629, ♥HOY♥, strongbelieving, NULL, Love is louder than the pressure to be perfect./El amor es más fuerte que la presión de ser perfecto. jdb | ddl | 1d my life., NULL, 0, 633, 1164, 2, Tue Sep 24 01:16:48 +0000 2013, 1379985408, 396, 0, NULL, 0, 0, 1142, es, 0, false, http://pbs.twimg.com/profile_images/378800000713201977/8f3f1c5997a3da09240f4961ba632aa1_normal.jpeg, https://pbs.twimg.com/profile_images/378800000713201977/8f3f1c5997a3da09240f4961ba632aa1_normal.jpeg, 1, 0, 0, 0, 0, "NULL", "NULL", [{"screen_name":"justinbieber";"name":"Justin Bieber";"id":27260086;"id_str":"27260086";"indices":[0;13]}], NULL, NULL, NULL, 0, 0, 0
1384879650, 402840566435958784, @justinbieber why ?, <a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>, 0, 0, NULL, 402744591750676480, 27260086, justinbieber, 0, 0, NULL, 0, 525638642, #badday , liltleSelena, NULL, @justinbieber and @selenagomez is my idols ....I love them both !!!, NULL, 0, 1552, 1996, 0, Thu Mar 15 18:47:21 +0000 2012, 1331837241, 102, 10800, Baghdad, 0, 0, 2471, el, 0, false, http://pbs.twimg.com/profile_images/378800000744047772/087f3a695b98f1ec139599611f3a0e7b_normal.png, https://pbs.twimg.com/profile_images/378800000744047772/087f3a695b98f1ec139599611f3a0e7b_normal.png, 0, 0, 0, 0, 0, "NULL", "NULL", [{"screen_name":"justinbieber";"name":"Justin Bieber";"id":27260086;"id_str":"27260086";"indices":[0;13]}], NULL, NULL, NULL, 0, 0, -1
1384879649, 402840564070375424, @justinbieber thank you, <a href="http://twitter.com/download/iphone" rel="nofollow">Twitter for iPhone</a>, 0, 0, NULL, 402744591750676480, 27260086, justinbieber, 0, 0, NULL, 0, 337304400, ma, faultpayne, NULL, gays sempre flopados tb, NULL, 0, 4652, 3878, 2, Sun Jul 17 20:19:43 +0000 2011, 1310933983, 1331, -7200, Brasilia, 0, 0, 66170, pt, 0, false, http://pbs.twimg.com/profile_images/378800000758268110/a66e2fa2368fce4b5c093603673639e1_normal.png, https://pbs.twimg.com/profile_images/378800000758268110/a66e2fa2368fce4b5c093603673639e1_normal.png, 0, 0, 0, 0, 0, "NULL", "NULL", [{"screen_name":"justinbieber";"name":"Justin Bieber";"id":27260086;"id_str":"27260086";"indices":[0;13]}], NULL, NULL, NULL, 0, 0, -1
1384879649, 402840565588692992, RT @scooterbraun: the #BelieveTour is in Mexico the next 2 nights. 50;000 people sold out 2 nights in a row! crazy @justinbieber, <a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>, 0, 0, NULL, -1, -1, NULL, 0, 0, NULL, 20379, 333615108, Believe Tour, jbrauhlvatoxox, NULL, Nothing is Okay; I am trying so hard. Fight for it; because you can achieve it. Never give up. Stay Strong. I saw him 29.10.2013, http://t.co/bE71KNLYUR, 0, 3714, 3241, 3, Mon Jul 11 20:23:22 +0000 2011, 1310415802, 1110, -18000, Eastern Time (US & Canada), 0, 0, 26704, es, 0, false, http://pbs.twimg.com/profile_images/378800000754964862/b07c24e548e5ee4442000b398b3b92c2_normal.png, https://pbs.twimg.com/profile_images/378800000754964862/b07c24e548e5ee4442000b398b3b92c2_normal.png, 0, 0, 0, 0, 0, [{"text":"BelieveTour";"indices":[22;34]}], "NULL", [{"screen_name":"scooterbraun";"name":"Scooter Braun";"id":16679529;"id_str":"16679529";"indices":[3;16]};{"screen_name":"justinbieber";"name":"Justin Bieber";"id":27260086;"id_str":"27260086";"indices":[115;128]}], NULL, NULL, NULL, 0, 0, 0
1384879649, 402840565403758592, RT @FuckableJustin: "@justinbieber: ima put u down" http://t.co/Zpn7PiBV8r, <a href="http://twitter.com" rel="nofollow">Twitter Web Client</a>, 0, 0, NULL, -1, -1, NULL, 0, 0, NULL, 4, 1473462030, Unicorn babe , avontheatrebabe, NULL, @drew94carter96 @Justinbieber  Life What's a king bed without a queen ? I wish Justin would follow me v.v ~Dancer~ @i_obey_kidrauhl, http://t.co/iyR7H1RGb0, 0, 338, 598, 7, Sat Jun 01 01:08:40 +0000 2013, 1370048920, 1260, -18000, Eastern Time (US & Canada), 0, 0, 4502, en, 0, false, http://pbs.twimg.com/profile_images/378800000740789601/ff566a7befc84af8fc4d7e0008e3e25c_normal.jpeg, https://pbs.twimg.com/profile_images/378800000740789601/ff566a7befc84af8fc4d7e0008e3e25c_normal.jpeg, 0, 0, 0, 0, 0, "NULL", "NULL", [{"screen_name":"FuckableJustin";"name":"Justin Bieber";"id":265331804;"id_str":"265331804";"indices":[3;18]};{"screen_name":"justinbieber";"name":"Justin Bieber";"id":27260086;"id_str":"27260086";"indices":[21;34]}], NULL, NULL, NULL, 0, 0, 0
1384879649, 402840564745658368, @justinbieber THIS IS TOO MUCH FOR MY WEAK HEART., <a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>, 0, 0, NULL, 402744591750676480, 27260086, justinbieber, 0, 0, NULL, 0, 1680210240, ʝєииιfєɾ ℓåωɾєиçє., delenaftoned, NULL, ♡@selenagomez: 'it's just the evidence of forever. no matter what @ddlovato' delena is forever.♡                                             ★280614★, NULL, 0, 1367, 1293, 6, Sun Aug 18 08:52:10 +0000 2013, 1376815930, 1101, 7200, Athens, 0, 0, 6934, it, 0, false, http://pbs.twimg.com/profile_images/378800000743264699/75ce034945b28c6862c2baf0233bd932_normal.jpeg, https://pbs.twimg.com/profile_images/378800000743264699/75ce034945b28c6862c2baf0233bd932_normal.jpeg, 0, 0, 0, 0, 0, "NULL", "NULL", [{"screen_name":"justinbieber";"name":"Justin Bieber";"id":27260086;"id_str":"27260086";"indices":[0;13]}], NULL, NULL, NULL, 0, 0, -1
1384879649, 402840564661776384, RT @AlfredoFlores: Night 1 in Mexico was NUTS!!!! Now back at the hotel with @justinbieber reminiscing about the times we've had here in Me…, <a href="http://twitter.com/download/android" rel="nofollow">Twitter for Android</a>, 0, 0, NULL, -1, -1, NULL, 0, 0, NULL, 18703, 926340842, lucia chen_SG, chenluciia, NULL, Es mejor no sufrir por amor; aparecerá alguien más;mejor;es mejor no dar la segunda oportunidad para saber quien realmente te aprecia desde el primer momento., NULL, 0, 17, 58, 0, Sun Nov 04 22:45:19 +0000 2012, 1352069119, 3, 3600, Amsterdam, 0, 0, 45, es, 0, false, http://pbs.twimg.com/profile_images/378800000402370542/9ce91887889d12e7479c8960675e647d_normal.jpeg, https://pbs.twimg.com/profile_images/378800000402370542/9ce91887889d12e7479c8960675e647d_normal.jpeg, 0, 0, 0, 0, 0, "NULL", "NULL", [{"screen_name":"AlfredoFlores";"name":"Alfredo Flores";"id":19743731;"id_str":"19743731";"indices":[3;17]};{"screen_name":"justinbieber";"name":"Justin Bieber";"id":27260086;"id_str":"27260086";"indices":[77;90]}], NULL, NULL, NULL, 0, 0, 0
1384879649, 402840564594253825, @scooterbraun @justinbieber it's perfect., web, 0, 0, NULL, 402833796107886592, 16679529, scooterbraun, 0, 0, NULL, 0, 1532433458, Jocelyn Decuir, DecuirDecuir, NULL, You're the sonrrisa that I have on my face never change despite everything I love you., NULL, 0, 33, 39, 0, Thu Jun 20 00:56:36 +0000 2013, 1371689796, 2, 0, NULL, 0, 0, 322, es, 0, false, http://pbs.twimg.com/profile_images/378800000759155339/24d7809c61f417fba4771950a27d6898_normal.jpeg, https://pbs.twimg.com/profile_images/378800000759155339/24d7809c61f417fba4771950a27d6898_normal.jpeg, 0, 0, 0, 0, 0, "NULL", "NULL", [{"screen_name":"scooterbraun";"name":"Scooter Braun";"id":16679529;"id_str":"16679529";"indices":[0;13]};{"screen_name":"justinbieber";"name":"Justin Bieber";"id":27260086;"id_str":"27260086";"indices":[14;27]}], NULL, NULL, NULL, 0, 0, -1
